,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
10,288629.79993200005,606.2135556570975,-85.92515533456879,723.8650308042412,581.6537736337016,8580.869217776213,0.0,4.860479730805733,251.0
11,225.078672,16.92864630934426,73.4769806692326,21.13803168419187,14.017176929924448,63.0848067378214,6.0,80.09249084249085,145.0
12,235.38447200000002,17.311869279976865,38.417747913367656,18.56923467639472,16.253779513955983,60.06259490855187,20.0,151.8309982486865,254.0
13,228.37652800000004,17.052214710673717,-60.86388819510811,19.77375282753683,15.03625329289288,66.6711774390431,6.0,78.25631768953069,142.0
14,344.21372,20.934815980667153,87.77983914910286,24.976660340489946,18.93419685253633,85.72581292685173,5.0,106.72035928143713,205.0
15,305.05168000000003,19.707964434814077,5.326862026184663,25.730544492894197,15.251592255317142,71.78870082318664,10.0,118.01283783783784,199.0
16,270.424192,18.55572081885946,23.320406758434974,21.669016121913756,16.495353118759972,70.38107152440834,10.0,130.17073170731706,234.0
17,297.21927200000005,19.453311557876116,88.79051484389787,23.683282144046775,16.246773060972444,68.79875378050403,32.0,116.68169209431345,225.0
18,193.74904,15.706334374464172,-17.534184337462705,20.369974832658055,12.481548255073257,59.65422420733019,23.0,179.52978723404254,255.0
19,54.00239200000001,8.292043234612914,-63.23966845245176,10.67747483570984,10.01570573549221,45.80054195123449,15.0,106.22137404580153,156.0
20,243.21688000000003,17.597538167684327,-46.35812277624573,20.150312298289183,16.54624092255437,76.36373349087566,8.0,80.87542372881356,155.0
21,218.68907600000003,16.686628765715184,87.66669290211132,21.08240264916548,13.326346338181242,61.75507152440834,5.0,83.1875589066918,155.0
22,292.272488,19.29074621573083,-72.08053855856765,24.01124156478374,16.31266468055264,87.8722895427082,4.0,66.30183356840621,124.0
23,184.47382000000002,15.325774453265204,88.9501658996441,16.988978644390944,15.504775434440612,67.25146870428874,11.0,66.75418994413408,115.0
24,82.240284,10.232867719219794,48.879228268358624,12.321884510049554,8.795377096446083,38.17380054879109,33.0,81.81453634085213,139.0
25,195.39796800000002,15.773028238689486,-76.4366223930881,22.388379704265986,11.579568832246709,62.066647865869264,16.0,90.39978902953587,140.0
26,222.60528000000002,16.835374820978696,-3.139775078611392,18.692854613096646,16.111697260318177,68.07880673782142,10.0,146.21574074074073,255.0
27,292.06637200000006,19.283942919375455,77.55219287639603,22.473934081103152,17.34417871763872,72.66720391770181,18.0,114.03528581510233,204.0
28,190.03895200000002,15.55522769767217,29.77717786803714,20.25674384555266,12.544837894135329,64.82568053355827,9.0,91.2060737527115,148.0
29,193.95515600000002,15.71468658689945,-73.71390170694892,18.981691844859604,13.065227152084411,55.97659490855187,35.0,95.65037194473963,147.0
30,111.30264000000001,11.904407699731294,-81.67273301172736,13.595709350080764,10.979985520354465,46.018091814036715,48.0,123.81296296296296,202.0
31,200.13863600000002,15.963221034132067,78.43961767507209,19.92244325151883,12.961122638325858,58.24659490855187,15.0,87.10092687950566,148.0
32,220.956352,16.77290568228482,71.3122790304597,23.103055458799986,13.552661549266666,68.03317743904311,8.0,82.30503731343283,143.0
33,132.532588,12.99021678062737,-85.24864982119561,15.961495649762965,13.458116519670904,63.2728596951388,33.0,129.55676516329706,225.0
34,87.59930000000001,10.561008136116502,37.993543382979055,14.959656659154732,10.090912395678576,54.72475378050403,8.0,76.78117647058824,144.0
35,122.22678800000001,12.474934064257063,81.77742428200673,16.65351315473249,9.755799872438656,49.760250685988865,12.0,84.98819561551433,156.0
36,173.961904,14.882713981334929,38.216436421482484,29.92670832199362,9.372445346146336,79.88834250002559,18.0,113.13862559241706,200.0
37,584.957208,27.290852848591445,34.69969932487721,34.52832304245231,22.34794190912239,125.18371939027759,12.0,73.2276250880902,145.0
38,249.81259200000002,17.834552725179037,67.2167840746606,20.575861155723846,15.90201116265335,66.70344222563004,10.0,92.8523102310231,176.0
39,176.023064,14.970622093628855,-58.630344026211006,16.261697698876265,14.113233426523704,54.20622420733017,11.0,99.08782201405153,182.0
40,318.65533600000003,20.142605961892578,11.314215479890153,30.37951428020259,15.510156770565676,106.17748108234937,13.0,64.71992238033636,172.0
41,144.899548,13.582777128696874,19.19825007236862,16.884240635478093,12.24888633321209,59.48507152440833,29.0,121.52489331436699,198.0
42,242.80464800000001,17.582618675245776,-68.65387318029505,23.339462083626216,13.578686956942102,63.616700823186655,55.0,141.31154499151103,235.0
43,270.01196000000004,18.54157234496171,20.899845262136893,24.50784774575525,14.308031103827048,74.26565405489957,5.0,80.70152671755726,162.0
