,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
50,53.0,53.0,-22.605865690862817,-22.605865690862817,-22.605865690862817,-22.605865690862817,-22.605865690862817,-22.605865690862817,-22.605865690862817
51,72.75,72.75,35.57548680428675,35.57548680428675,35.57548680428675,35.57548680428675,35.57548680428675,35.57548680428675,35.57548680428675
52,58.5,58.5,-8.173064253438914,-8.173064253438914,-8.173064253438914,-8.173064253438914,-8.173064253438914,-8.173064253438914,-8.173064253438914
53,40.75,40.75,24.070868991938024,24.070868991938024,24.070868991938024,24.070868991938024,24.070868991938024,24.070868991938024,24.070868991938024
54,332.5,332.5,-33.853980989685994,-33.853980989685994,-33.853980989685994,-33.853980989685994,-33.853980989685994,-33.853980989685994,-33.853980989685994
55,58.75,58.75,49.30287019524228,49.30287019524228,49.30287019524228,49.30287019524228,49.30287019524228,49.30287019524228,49.30287019524228
56,57.75,57.75,-8.879844617827688,-8.879844617827688,-8.879844617827688,-8.879844617827688,-8.879844617827688,-8.879844617827688,-8.879844617827688
57,129.0,129.0,-18.33122756061332,-18.33122756061332,-18.33122756061332,-18.33122756061332,-18.33122756061332,-18.33122756061332,-18.33122756061332
58,96.25,96.25,-0.3594308219510261,-0.3594308219510261,-0.3594308219510261,-0.3594308219510261,-0.3594308219510261,-0.3594308219510261,-0.3594308219510261
59,6.5,6.5,81.11813752572462,81.11813752572462,81.11813752572462,81.11813752572462,81.11813752572462,81.11813752572462,81.11813752572462
60,61.25,61.25,-20.973124920170896,-20.973124920170896,-20.973124920170896,-20.973124920170896,-20.973124920170896,-20.973124920170896,-20.973124920170896
61,441.75,441.75,59.68640868681903,59.68640868681903,59.68640868681903,59.68640868681903,59.68640868681903,59.68640868681903,59.68640868681903
62,603.0,603.0,62.06170821682681,62.06170821682681,62.06170821682681,62.06170821682681,62.06170821682681,62.06170821682681,62.06170821682681
63,105.75,105.75,26.855884713768305,26.855884713768305,26.855884713768305,26.855884713768305,26.855884713768305,26.855884713768305,26.855884713768305
64,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,104.5,104.5,24.35619480657803,24.35619480657803,24.35619480657803,24.35619480657803,24.35619480657803,24.35619480657803,24.35619480657803
66,67.5,67.5,-10.772269241518279,-10.772269241518279,-10.772269241518279,-10.772269241518279,-10.772269241518279,-10.772269241518279,-10.772269241518279
67,11.0,11.0,-28.445246659839334,-28.445246659839334,-28.445246659839334,-28.445246659839334,-28.445246659839334,-28.445246659839334,-28.445246659839334
68,32.5,32.5,0.103051368180332,0.103051368180332,0.103051368180332,0.103051368180332,0.103051368180332,0.103051368180332,0.103051368180332
69,322.75,322.75,46.006814876769674,46.006814876769674,46.006814876769674,46.006814876769674,46.006814876769674,46.006814876769674,46.006814876769674
70,8.0,8.0,-53.326580825999876,-53.326580825999876,-53.326580825999876,-53.326580825999876,-53.326580825999876,-53.326580825999876,-53.326580825999876
71,348.0,348.0,-5.250528412885085,-5.250528412885085,-5.250528412885085,-5.250528412885085,-5.250528412885085,-5.250528412885085,-5.250528412885085
72,17.25,17.25,9.039377771352958,9.039377771352958,9.039377771352958,9.039377771352958,9.039377771352958,9.039377771352958,9.039377771352958
73,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,7.75,7.75,-73.81072359135058,-73.81072359135058,-73.81072359135058,-73.81072359135058,-73.81072359135058,-73.81072359135058,-73.81072359135058
76,87.5,87.5,-11.597441007268388,-11.597441007268388,-11.597441007268388,-11.597441007268388,-11.597441007268388,-11.597441007268388,-11.597441007268388
77,87.75,87.75,17.120528309396395,17.120528309396395,17.120528309396395,17.120528309396395,17.120528309396395,17.120528309396395,17.120528309396395
78,5.0,5.0,45.00001609038751,45.00001609038751,45.00001609038751,45.00001609038751,45.00001609038751,45.00001609038751,45.00001609038751
79,629.75,629.75,63.03331358210986,63.03331358210986,63.03331358210986,63.03331358210986,63.03331358210986,63.03331358210986,63.03331358210986
80,73.0,73.0,73.86826742951008,73.86826742951008,73.86826742951008,73.86826742951008,73.86826742951008,73.86826742951008,73.86826742951008
81,85.75,85.75,4.850543511110824,4.850543511110824,4.850543511110824,4.850543511110824,4.850543511110824,4.850543511110824,4.850543511110824
82,120.75,120.75,66.81027305934147,66.81027305934147,66.81027305934147,66.81027305934147,66.81027305934147,66.81027305934147,66.81027305934147
83,92.0,92.0,-21.710351364415004,-21.710351364415004,-21.710351364415004,-21.710351364415004,-21.710351364415004,-21.710351364415004,-21.710351364415004
84,24.75,24.75,-82.63661124801177,-82.63661124801177,-82.63661124801177,-82.63661124801177,-82.63661124801177,-82.63661124801177,-82.63661124801177
85,38.25,38.25,-17.67588889003281,-17.67588889003281,-17.67588889003281,-17.67588889003281,-17.67588889003281,-17.67588889003281,-17.67588889003281
86,131.75,131.75,-65.94080352287872,-65.94080352287872,-65.94080352287872,-65.94080352287872,-65.94080352287872,-65.94080352287872,-65.94080352287872
87,7.75,7.75,50.85323654786534,50.85323654786534,50.85323654786534,50.85323654786534,50.85323654786534,50.85323654786534,50.85323654786534
88,294.75,294.75,71.53471995660891,71.53471995660891,71.53471995660891,71.53471995660891,71.53471995660891,71.53471995660891,71.53471995660891
89,83.0,83.0,61.83726349683183,61.83726349683183,61.83726349683183,61.83726349683183,61.83726349683183,61.83726349683183,61.83726349683183
90,36.0,36.0,-6.368782432454135,-6.368782432454135,-6.368782432454135,-6.368782432454135,-6.368782432454135,-6.368782432454135,-6.368782432454135
91,163.25,163.25,-6.00012446992717,-6.00012446992717,-6.00012446992717,-6.00012446992717,-6.00012446992717,-6.00012446992717,-6.00012446992717
92,60.75,60.75,-4.743969508425175,-4.743969508425175,-4.743969508425175,-4.743969508425175,-4.743969508425175,-4.743969508425175,-4.743969508425175
93,130.5,130.5,5.336554368826252,5.336554368826252,5.336554368826252,5.336554368826252,5.336554368826252,5.336554368826252,5.336554368826252
94,13.5,13.5,25.322191794360528,25.322191794360528,25.322191794360528,25.322191794360528,25.322191794360528,25.322191794360528,25.322191794360528
95,37.0,37.0,-0.2294728119449838,-0.2294728119449838,-0.2294728119449838,-0.2294728119449838,-0.2294728119449838,-0.2294728119449838,-0.2294728119449838
96,175.25,175.25,-9.49965714461533,-9.49965714461533,-9.49965714461533,-9.49965714461533,-9.49965714461533,-9.49965714461533,-9.49965714461533
97,63.75,63.75,-68.30834663341412,-68.30834663341412,-68.30834663341412,-68.30834663341412,-68.30834663341412,-68.30834663341412,-68.30834663341412
98,54.75,54.75,-76.88606415547217,-76.88606415547217,-76.88606415547217,-76.88606415547217,-76.88606415547217,-76.88606415547217,-76.88606415547217
99,166.5,166.5,1.5500745126494024,1.5500745126494024,1.5500745126494024,1.5500745126494024,1.5500745126494024,1.5500745126494024,1.5500745126494024
100,45.0,45.0,-5.516092752354421,-5.516092752354421,-5.516092752354421,-5.516092752354421,-5.516092752354421,-5.516092752354421,-5.516092752354421
101,207.0,207.0,-34.14299295004747,-34.14299295004747,-34.14299295004747,-34.14299295004747,-34.14299295004747,-34.14299295004747,-34.14299295004747
102,241.25,241.25,82.62465826668884,82.62465826668884,82.62465826668884,82.62465826668884,82.62465826668884,82.62465826668884,82.62465826668884
103,29.5,29.5,-51.44342944765388,-51.44342944765388,-51.44342944765388,-51.44342944765388,-51.44342944765388,-51.44342944765388,-51.44342944765388
104,26.5,26.5,80.44002196160979,80.44002196160979,80.44002196160979,80.44002196160979,80.44002196160979,80.44002196160979,80.44002196160979
105,20.75,20.75,78.77080697743465,78.77080697743465,78.77080697743465,78.77080697743465,78.77080697743465,78.77080697743465,78.77080697743465
106,66.0,66.0,-22.404373615932418,-22.404373615932418,-22.404373615932418,-22.404373615932418,-22.404373615932418,-22.404373615932418,-22.404373615932418
107,102.75,102.75,-78.9132564640662,-78.9132564640662,-78.9132564640662,-78.9132564640662,-78.9132564640662,-78.9132564640662,-78.9132564640662
108,35.25,35.25,-54.550279209469174,-54.550279209469174,-54.550279209469174,-54.550279209469174,-54.550279209469174,-54.550279209469174,-54.550279209469174
109,55.0,55.0,9.854173850568014,9.854173850568014,9.854173850568014,9.854173850568014,9.854173850568014,9.854173850568014,9.854173850568014
110,127.75,127.75,52.12595890471101,52.12595890471101,52.12595890471101,52.12595890471101,52.12595890471101,52.12595890471101,52.12595890471101
111,53.25,53.25,-53.617759040939475,-53.617759040939475,-53.617759040939475,-53.617759040939475,-53.617759040939475,-53.617759040939475,-53.617759040939475
112,149.0,149.0,-60.67067152925681,-60.67067152925681,-60.67067152925681,-60.67067152925681,-60.67067152925681,-60.67067152925681,-60.67067152925681
113,30.5,30.5,59.69217540171444,59.69217540171444,59.69217540171444,59.69217540171444,59.69217540171444,59.69217540171444,59.69217540171444
114,71.0,71.0,17.502462556364556,17.502462556364556,17.502462556364556,17.502462556364556,17.502462556364556,17.502462556364556,17.502462556364556
115,150.75,150.75,48.05231842109879,48.05231842109879,48.05231842109879,48.05231842109879,48.05231842109879,48.05231842109879,48.05231842109879
116,184.0,184.0,64.23609055616414,64.23609055616414,64.23609055616414,64.23609055616414,64.23609055616414,64.23609055616414,64.23609055616414
117,9.75,9.75,-21.155122402735778,-21.155122402735778,-21.155122402735778,-21.155122402735778,-21.155122402735778,-21.155122402735778,-21.155122402735778
118,79.0,79.0,28.015174310537176,28.015174310537176,28.015174310537176,28.015174310537176,28.015174310537176,28.015174310537176,28.015174310537176
119,28.5,28.5,36.411567337399745,36.411567337399745,36.411567337399745,36.411567337399745,36.411567337399745,36.411567337399745,36.411567337399745
120,221.75,221.75,49.51935145478982,49.51935145478982,49.51935145478982,49.51935145478982,49.51935145478982,49.51935145478982,49.51935145478982
121,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,12.75,12.75,-88.25203985104902,-88.25203985104902,-88.25203985104902,-88.25203985104902,-88.25203985104902,-88.25203985104902,-88.25203985104902
123,70.25,70.25,87.64234893669077,87.64234893669077,87.64234893669077,87.64234893669077,87.64234893669077,87.64234893669077,87.64234893669077
124,26.5,26.5,-26.473682874226313,-26.473682874226313,-26.473682874226313,-26.473682874226313,-26.473682874226313,-26.473682874226313,-26.473682874226313
125,174.75,174.75,-33.9307094557138,-33.9307094557138,-33.9307094557138,-33.9307094557138,-33.9307094557138,-33.9307094557138,-33.9307094557138
126,102.25,102.25,-71.24851930383014,-71.24851930383014,-71.24851930383014,-71.24851930383014,-71.24851930383014,-71.24851930383014,-71.24851930383014
127,383.0,383.0,43.910887914004924,43.910887914004924,43.910887914004924,43.910887914004924,43.910887914004924,43.910887914004924,43.910887914004924
128,9.0,9.0,31.9057023237781,31.9057023237781,31.9057023237781,31.9057023237781,31.9057023237781,31.9057023237781,31.9057023237781
129,134.5,134.5,-83.06178446850815,-83.06178446850815,-83.06178446850815,-83.06178446850815,-83.06178446850815,-83.06178446850815,-83.06178446850815
130,45.25,45.25,58.23661825383807,58.23661825383807,58.23661825383807,58.23661825383807,58.23661825383807,58.23661825383807,58.23661825383807
131,79.5,79.5,5.7498800124891725,5.7498800124891725,5.7498800124891725,5.7498800124891725,5.7498800124891725,5.7498800124891725,5.7498800124891725
132,266.75,266.75,63.0965095907855,63.0965095907855,63.0965095907855,63.0965095907855,63.0965095907855,63.0965095907855,63.0965095907855
133,97.75,97.75,69.76256853436405,69.76256853436405,69.76256853436405,69.76256853436405,69.76256853436405,69.76256853436405,69.76256853436405
134,14.75,14.75,45.73653373257523,45.73653373257523,45.73653373257523,45.73653373257523,45.73653373257523,45.73653373257523,45.73653373257523
135,21.0,21.0,-34.839209655520555,-34.839209655520555,-34.839209655520555,-34.839209655520555,-34.839209655520555,-34.839209655520555,-34.839209655520555
136,8.75,8.75,26.177612703565117,26.177612703565117,26.177612703565117,26.177612703565117,26.177612703565117,26.177612703565117,26.177612703565117
137,152.75,152.75,51.34270398876718,51.34270398876718,51.34270398876718,51.34270398876718,51.34270398876718,51.34270398876718,51.34270398876718
138,47.75,47.75,52.53428672797288,52.53428672797288,52.53428672797288,52.53428672797288,52.53428672797288,52.53428672797288,52.53428672797288
139,143.25,143.25,-64.26842172405497,-64.26842172405497,-64.26842172405497,-64.26842172405497,-64.26842172405497,-64.26842172405497,-64.26842172405497
140,136.0,136.0,79.41332573987785,79.41332573987785,79.41332573987785,79.41332573987785,79.41332573987785,79.41332573987785,79.41332573987785
141,313.25,313.25,87.45203020553244,87.45203020553244,87.45203020553244,87.45203020553244,87.45203020553244,87.45203020553244,87.45203020553244
142,36.25,36.25,-57.32585702075855,-57.32585702075855,-57.32585702075855,-57.32585702075855,-57.32585702075855,-57.32585702075855,-57.32585702075855
143,137.75,137.75,-38.36068499327259,-38.36068499327259,-38.36068499327259,-38.36068499327259,-38.36068499327259,-38.36068499327259,-38.36068499327259
144,224.25,224.25,48.016434475142525,48.016434475142525,48.016434475142525,48.016434475142525,48.016434475142525,48.016434475142525,48.016434475142525
145,46.0,46.0,3.9406033940811325,3.9406033940811325,3.9406033940811325,3.9406033940811325,3.9406033940811325,3.9406033940811325,3.9406033940811325
146,159.5,159.5,4.991106629848935,4.991106629848935,4.991106629848935,4.991106629848935,4.991106629848935,4.991106629848935,4.991106629848935
147,17.0,17.0,6.93543472630774,6.93543472630774,6.93543472630774,6.93543472630774,6.93543472630774,6.93543472630774,6.93543472630774
148,37.5,37.5,-69.3897217804101,-69.3897217804101,-69.3897217804101,-69.3897217804101,-69.3897217804101,-69.3897217804101,-69.3897217804101
149,25.5,25.5,74.21873809598203,74.21873809598203,74.21873809598203,74.21873809598203,74.21873809598203,74.21873809598203,74.21873809598203
150,50.5,50.5,4.292530500565618,4.292530500565618,4.292530500565618,4.292530500565618,4.292530500565618,4.292530500565618,4.292530500565618
151,52.75,52.75,77.42024867068943,77.42024867068943,77.42024867068943,77.42024867068943,77.42024867068943,77.42024867068943,77.42024867068943
152,274.0,274.0,45.18101231088803,45.18101231088803,45.18101231088803,45.18101231088803,45.18101231088803,45.18101231088803,45.18101231088803
153,255.5,255.5,31.419364380131864,31.419364380131864,31.419364380131864,31.419364380131864,31.419364380131864,31.419364380131864,31.419364380131864
154,236.75,236.75,79.16631885508646,79.16631885508646,79.16631885508646,79.16631885508646,79.16631885508646,79.16631885508646,79.16631885508646
155,16.75,16.75,20.129347187257668,20.129347187257668,20.129347187257668,20.129347187257668,20.129347187257668,20.129347187257668,20.129347187257668
156,29.0,29.0,-33.04525971498258,-33.04525971498258,-33.04525971498258,-33.04525971498258,-33.04525971498258,-33.04525971498258,-33.04525971498258
157,273.75,273.75,26.25456881409455,26.25456881409455,26.25456881409455,26.25456881409455,26.25456881409455,26.25456881409455,26.25456881409455
158,201.75,201.75,12.105912096635553,12.105912096635553,12.105912096635553,12.105912096635553,12.105912096635553,12.105912096635553,12.105912096635553
159,37.5,37.5,-50.95016448742758,-50.95016448742758,-50.95016448742758,-50.95016448742758,-50.95016448742758,-50.95016448742758,-50.95016448742758
160,75.5,75.5,-2.264464278819743,-2.264464278819743,-2.264464278819743,-2.264464278819743,-2.264464278819743,-2.264464278819743,-2.264464278819743
161,23.75,23.75,1.1107089990360708,1.1107089990360708,1.1107089990360708,1.1107089990360708,1.1107089990360708,1.1107089990360708,1.1107089990360708
162,100.5,100.5,80.82898065782106,80.82898065782106,80.82898065782106,80.82898065782106,80.82898065782106,80.82898065782106,80.82898065782106
163,180.75,180.75,-49.012693626481266,-49.012693626481266,-49.012693626481266,-49.012693626481266,-49.012693626481266,-49.012693626481266,-49.012693626481266
164,235.25,235.25,43.08018411550939,43.08018411550939,43.08018411550939,43.08018411550939,43.08018411550939,43.08018411550939,43.08018411550939
165,63.25,63.25,25.906494478784413,25.906494478784413,25.906494478784413,25.906494478784413,25.906494478784413,25.906494478784413,25.906494478784413
166,99.25,99.25,-7.753271366028736,-7.753271366028736,-7.753271366028736,-7.753271366028736,-7.753271366028736,-7.753271366028736,-7.753271366028736
167,246.0,246.0,55.40037568273657,55.40037568273657,55.40037568273657,55.40037568273657,55.40037568273657,55.40037568273657,55.40037568273657
168,176.75,176.75,-16.238664902770758,-16.238664902770758,-16.238664902770758,-16.238664902770758,-16.238664902770758,-16.238664902770758,-16.238664902770758
169,255.25,255.25,37.51105049647939,37.51105049647939,37.51105049647939,37.51105049647939,37.51105049647939,37.51105049647939,37.51105049647939
170,7.0,7.0,-83.29255587235191,-83.29255587235191,-83.29255587235191,-83.29255587235191,-83.29255587235191,-83.29255587235191,-83.29255587235191
171,70.5,70.5,-20.391222734555775,-20.391222734555775,-20.391222734555775,-20.391222734555775,-20.391222734555775,-20.391222734555775,-20.391222734555775
172,194.75,194.75,-19.800075002711267,-19.800075002711267,-19.800075002711267,-19.800075002711267,-19.800075002711267,-19.800075002711267,-19.800075002711267
173,68.0,68.0,12.289675378276756,12.289675378276756,12.289675378276756,12.289675378276756,12.289675378276756,12.289675378276756,12.289675378276756
174,84.75,84.75,-7.590185349730164,-7.590185349730164,-7.590185349730164,-7.590185349730164,-7.590185349730164,-7.590185349730164,-7.590185349730164
175,58.75,58.75,19.758860659175774,19.758860659175774,19.758860659175774,19.758860659175774,19.758860659175774,19.758860659175774,19.758860659175774
176,122.0,122.0,-71.347401060294,-71.347401060294,-71.347401060294,-71.347401060294,-71.347401060294,-71.347401060294,-71.347401060294
177,65.75,65.75,-8.556326728356469,-8.556326728356469,-8.556326728356469,-8.556326728356469,-8.556326728356469,-8.556326728356469,-8.556326728356469
178,103.0,103.0,-21.959444931792383,-21.959444931792383,-21.959444931792383,-21.959444931792383,-21.959444931792383,-21.959444931792383,-21.959444931792383
179,61.5,61.5,-14.542536808784591,-14.542536808784591,-14.542536808784591,-14.542536808784591,-14.542536808784591,-14.542536808784591,-14.542536808784591
180,196.0,196.0,1.60448643639504,1.60448643639504,1.60448643639504,1.60448643639504,1.60448643639504,1.60448643639504,1.60448643639504
181,159.0,159.0,-6.8227586769822235,-6.8227586769822235,-6.8227586769822235,-6.8227586769822235,-6.8227586769822235,-6.8227586769822235,-6.8227586769822235
182,262.0,262.0,-57.82350084977184,-57.82350084977184,-57.82350084977184,-57.82350084977184,-57.82350084977184,-57.82350084977184,-57.82350084977184
183,291.0,291.0,8.33039393945517,8.33039393945517,8.33039393945517,8.33039393945517,8.33039393945517,8.33039393945517,8.33039393945517
184,144.5,144.5,-31.10554883671263,-31.10554883671263,-31.10554883671263,-31.10554883671263,-31.10554883671263,-31.10554883671263,-31.10554883671263
185,102.5,102.5,-88.85824389202722,-88.85824389202722,-88.85824389202722,-88.85824389202722,-88.85824389202722,-88.85824389202722,-88.85824389202722
186,15.5,15.5,-40.61612045325272,-40.61612045325272,-40.61612045325272,-40.61612045325272,-40.61612045325272,-40.61612045325272,-40.61612045325272
187,314.0,314.0,67.09702843840084,67.09702843840084,67.09702843840084,67.09702843840084,67.09702843840084,67.09702843840084,67.09702843840084
188,427.0,427.0,6.1678547685140375,6.1678547685140375,6.1678547685140375,6.1678547685140375,6.1678547685140375,6.1678547685140375,6.1678547685140375
189,77.0,77.0,-57.609686810728604,-57.609686810728604,-57.609686810728604,-57.609686810728604,-57.609686810728604,-57.609686810728604,-57.609686810728604
190,66.0,66.0,16.21237352631399,16.21237352631399,16.21237352631399,16.21237352631399,16.21237352631399,16.21237352631399,16.21237352631399
191,113.5,113.5,47.6265957006518,47.6265957006518,47.6265957006518,47.6265957006518,47.6265957006518,47.6265957006518,47.6265957006518
192,150.75,150.75,-87.97846677300743,-87.97846677300743,-87.97846677300743,-87.97846677300743,-87.97846677300743,-87.97846677300743,-87.97846677300743
193,60.0,60.0,-61.825303346799686,-61.825303346799686,-61.825303346799686,-61.825303346799686,-61.825303346799686,-61.825303346799686,-61.825303346799686
194,65.5,65.5,-32.89338132911408,-32.89338132911408,-32.89338132911408,-32.89338132911408,-32.89338132911408,-32.89338132911408,-32.89338132911408
195,5.75,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,40.75,40.75,-64.93227647890927,-64.93227647890927,-64.93227647890927,-64.93227647890927,-64.93227647890927,-64.93227647890927,-64.93227647890927
197,19.0,19.0,-2.102947540266474,-2.102947540266474,-2.102947540266474,-2.102947540266474,-2.102947540266474,-2.102947540266474,-2.102947540266474
198,138.5,138.5,8.88192029865924,8.88192029865924,8.88192029865924,8.88192029865924,8.88192029865924,8.88192029865924,8.88192029865924
199,344.25,344.25,-49.30726123416066,-49.30726123416066,-49.30726123416066,-49.30726123416066,-49.30726123416066,-49.30726123416066,-49.30726123416066
200,129.5,129.5,38.838729110340445,38.838729110340445,38.838729110340445,38.838729110340445,38.838729110340445,38.838729110340445,38.838729110340445
