Grain #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
219,,45.75,7.632215220473915,76.77586084278676,11.808696858716278,5.217007254014451,30.470562748477143,37.0,185.7431693989071,227.0
220,,208.0,16.273715780512877,-87.34284199220886,18.571131509147534,14.525594634908561,54.541630560342625,89.0,208.38341346153845,234.0
221,,51.25,8.07796550300118,-29.716830442644415,8.573150247975514,7.940361447556677,27.020815280171306,102.0,201.05365853658537,227.0
222,,90.75,10.749255261864239,68.7951151499514,14.078495060588036,8.410553621475815,39.66295090390226,41.0,194.56473829201101,222.0
223,,62.5,8.920620580763856,-52.22866175818792,13.050360934909254,6.57282766156199,38.3167568261897,52.0,198.216,229.0
224,,110.75,11.87481703351337,87.59763023325714,13.911919480789965,10.376987065401163,43.02386360737624,56.0,203.1331828442438,229.0
225,,30.5,6.231677632421503,7.3815168016994015,7.551784425947225,5.23796592213899,21.72792206135786,85.0,199.47540983606558,226.0
226,,43.5,7.442171739215616,-1.602417769845385,8.694627155091588,6.553697811213384,26.899494936611667,49.0,193.33908045977012,229.0
227,,45.5,7.611333607551958,49.1241563629167,9.31925793539286,6.371551429300085,26.227922061357855,52.0,194.9945054945055,217.0
228,,25.5,5.698035485213008,52.63214648368298,6.1301733987775275,5.588852860148065,19.31370849898476,49.0,198.18627450980392,227.0
